entity_term,entity_name
Necrotizing pancreatitis,adverse
Pancreatitis necrotising,adverse
Pancreatitis necrotizing,adverse
Necrotising pancreatitis,adverse
Pancreatitis relapsing,adverse
Pancreatitis recurrent,adverse
Pancreatogenous diabetes,adverse
Pancreoprivic diabetes,adverse
Pancytopenia,adverse
Secondary pancytopenia,adverse
Pancytopenia aggravated,adverse
Panic attack,adverse
Panic attacks,adverse
Agoraphobia with panic attacks,adverse
Panic disorder,adverse
Panic disorder NOS,adverse
Panic disorder without agoraphobia,adverse
Panic disorder with agoraphobia,adverse
Alarm,adverse
Panic reaction,adverse
Reaction panic,adverse
Panic reaction aggravated,adverse
"Hypertrophy of fat pad, knee",adverse
Panniculitis,adverse
Panniculitis affecting other sites,adverse
Panniculitis specified as affecting neck,adverse
"Panniculitis, unspecified",adverse
"Panniculitis, unspecified site",adverse
Panniculitis lobar,adverse
Panniculitis lobular,adverse
Ophthalmitis,adverse
Panophthalmitis,adverse
Pantothenic acid deficiency,adverse
Pantothennic acid deficiency,adverse
Infarction of papillary muscle,adverse
Papillary muscle infarction,adverse
Papillary muscle rupture,adverse
Rupture of papillary muscle,adverse
Ruptured papillary muscle,adverse
Papillary serous endometrial carcinoma,adverse
Papillary serous endometrial carcinoma metastatic,adverse
Carcinoma papillary thyroid,adverse
Papillary thyroid cancer,adverse
Thyroid papillary carcinoma,adverse
Papillary tumour of renal pelvis,adverse
Papillary tumor of renal pelvis,adverse
Papillitis,adverse
Papillitis NOS,adverse
Disc congestion in ocular fundus,adverse
Disc oedema in ocular fundus,adverse
Disc redness in ocular fundus,adverse
Optic disc engorgement,adverse
Optic disc opacity,adverse
Optic nerve congestion,adverse
Optic nerve edema,adverse
Optic nerve oedema,adverse
Papilledema,adverse
Papilledema associated with decreased ocular pressure,adverse
Papilledema associated with increased intracranial pressure,adverse
Papilledema associated with retinal disorder,adverse
"Papilledema, unspecified",adverse
Papilloedema,adverse
Disc edema in ocular fundus,adverse
Papilloedema associated with decreased ocular pressure,adverse
Papilloedema associated with increased intracranial pressure,adverse
Papilloedema associated with retinal disorder,adverse
"Papilloedema, unspecified",adverse
Papilloma,adverse
Papilloma NOS,adverse
Papillomata,adverse
Papillomatosis,adverse
Papule,adverse
Papule scarlet,adverse
Small papule,adverse
White papule,adverse
Paracentesis ear abnormal,adverse
Paracentesis eye abnormal,adverse
Vitreous aspiration abnormal,adverse
Aqueous aspiration abnormal,adverse
Paradoxical pressor response,adverse
Pressor response paradoxical,adverse
Abnormal touch sensation,adverse
Acroparaesthesia,adverse
Disturbance of skin sensation,adverse
Drawing neck,adverse
Electric shock sensation,adverse
Facial paraesthesia,adverse
Paraesthesia,adverse
Paraesthesia distal,adverse
Paraesthesia generalised,adverse
Paraesthesia NEC,adverse
Paraesthesia of fingers,adverse
Paraesthesia of limbs,adverse
Paraesthesia skin,adverse
Parasthesia,adverse
Parasthesiae distal,adverse
Parasthesiae skin,adverse
Paresthesia,adverse
Paresthesia distal,adverse
Paresthesia skin,adverse
Pins and needles,adverse
Pricking skin sensation,adverse
Prickling of hand,adverse
Tingling,adverse
Tingling feet/hands,adverse
Tingling sensation,adverse
Tingling skin,adverse
Paraesthesia of scalp,adverse
Paraesthesia hand,adverse
Paraesthesia foot,adverse
Paraesthesia upper limb,adverse
Paraesthesia lower limb,adverse
Paresthesia foot,adverse
Paresthesia generalized,adverse
Paresthesia hand,adverse
Paresthesia lower limb,adverse
Paresthesia of fingers,adverse
Paresthesia of limbs,adverse
Paresthesia of scalp,adverse
Paresthesia upper limb,adverse
Facial paresthesia,adverse
Acroparesthesia,adverse
Tingling of extremity,adverse
Localized tingling,adverse
Localised tingling,adverse
Paraesthesia aggravated,adverse
Paresthesia aggravated,adverse
Ascending paraesthesia,adverse
Ascending paresthesia,adverse
Brachialgia statica paresthetica,adverse
Brachialgia statica paraesthetica,adverse
Paraesthesia mucosal,adverse
Paraesthesia mucosal NOS,adverse
Parasthesiae mucosal,adverse
Paresthesia mucosal,adverse
Tingling mucosa,adverse
Tingling mucosal,adverse
Benign neoplasm of carotid body,adverse
Benign paraganglion neoplasm,adverse
Paraganglion neoplasm benign,adverse
Benign paraganglioma,adverse
Malignant neoplasm of carotid body,adverse
Malignant paraganglion neoplasm,adverse
Paraganglion neoplasm malignant,adverse
Malignant paraganglioma,adverse
Endemic haemoptysis,adverse
Lung fluke infection,adverse
Paragonimiasis,adverse
Paragonimus westermani infection,adverse
Endemic hemoptysis,adverse
Parainfluenzae viral laryngotracheobronchitis,adverse
Flaccid paralysis,adverse
Neuroparalysis,adverse
Other paralytic syndromes,adverse
"Other paralytic syndromes, other",adverse
Other specified paralytic syndrome,adverse
Other specified paralytic syndromes,adverse
Palsy,adverse
Paralysed,adverse
Paralysis,adverse
Paralysis central progressive,adverse
Paralysis flaccid,adverse
Paralysis muscle general skeletal,adverse
Paralysis muscle local skeletal,adverse
Paralysis NOS,adverse
Paralysis periodic,adverse
Paralysis skeletal muscle,adverse
Paralysis spastic,adverse
Paralysis spastic (excl congenital),adverse
Paralysis voluntary muscle,adverse
"Paralysis, unspecified",adverse
Paralyzed,adverse
Skeletal muscle paralysis,adverse
Spastic paralysis,adverse
Unable to move limbs,adverse
Nerve paralysis,adverse
Transient paralysis,adverse
Descending symmetrical flaccid paralysis,adverse
Brachiofacial paralysis,adverse
Transient spastic paralysis,adverse
Paralysis recurrent laryngeal nerve,adverse
Recurrent laryngeal nerve palsy,adverse
Bilateral recurrent paralysis,adverse
Bilateral recurrent laryngeal nerve paralysis,adverse
Paralytic lagophthalmos,adverse
Acute parametritis and pelvic cellulitis,adverse
Chronic or unspecified parametritis and pelvic cellulitis,adverse
Parametritis,adverse
Perimetritis,adverse
Pelvic cellulitis,adverse
Confused memory and fantasy,adverse
Paramnesia,adverse
Paranasal biopsy abnormal,adverse
Acute paranoid reaction,adverse
Other specified paranoid states,adverse
Paranoia,adverse
Paranoia aggravated,adverse
Paranoid and/or hallucinatory states induced by drugs,adverse
Paranoid reaction,adverse
Paranoid state (excl schizophrenia),adverse
"Paranoid state, simple",adverse
Paranoid states,adverse
Reaction paranoid,adverse
Unspecified paranoid state,adverse
Paranoid state,adverse
Fanatic personality,adverse
Paranoid personality,adverse
Paranoid personality disorder,adverse
Paranoid traits,adverse
Paraparesis,adverse
Progressive paraparesis chronic,adverse
Bilateral leg paresis,adverse
Spastic paraparesis,adverse
Flaccid paraparesis,adverse
Bestiality,adverse
Coprophilia,adverse
Klismaphilia,adverse
Necrophilia,adverse
Other sexual deviation,adverse
Paraphilia,adverse
Partialism,adverse
Sadomasochism,adverse
Scatologia,adverse
Sexual deviancy,adverse
Sexual deviation NOS,adverse
Sexual deviation of childhood,adverse
Sexual deviations and disorders,adverse
Unspecified sexual deviation,adverse
Urophilia,adverse
Zoophilia,adverse
Acute paraplegia,adverse
Paraplegia,adverse
Paraplegic,adverse
Spastic paraplegia,adverse
Parapsoriasis,adverse
Parapsoriasis en plaques,adverse
Pityriasis lichenoides,adverse
Superficial scaly dermatitis,adverse
Large plaque parapsoriasis,adverse
Small plaque parapsoriasis,adverse
Retiform parapsoriasis,adverse
Pityriasis lichenoides chronica,adverse
Parapsoriasis guttata,adverse
Pityriasis lichenoid chronic,adverse
Parasite cervical specimen test negative,adverse
Parasite cervical specimen test positive,adverse
Parasite stool test negative,adverse
Parasite stool test positive,adverse
Parasite tissue specimen test negative,adverse
Parasite tissue specimen test positive,adverse
Parasite urine test negative,adverse
Parasite urine test positive,adverse
Parasystole,adverse
Parasystolia,adverse
Disorder parathyroid,adverse
Disorders of parathyroid gland,adverse
Dysfunction parathyroid,adverse
Other specified disorders of parathyroid gland,adverse
Parathyoid disorder,adverse
Parathyroid disorder,adverse
Parathyroid disorder NOS,adverse
Parathyroid dysfunctiuon,adverse
Parathyroidal disturbance,adverse
Unspecified disorder of parathyroid gland,adverse
Parathyroid tumor,adverse
Parathyroid tumour,adverse
Parathyroid tumour NOS,adverse
Benign neoplasm of parathyroid gland,adverse
Parathyroid adenoma,adverse
Parathyroid chief cell adenoma,adverse
Parathyroid mixed cell type adenoma,adverse
Parathyroid transitional clear cell adenoma,adverse
Parathyroid tumour benign,adverse
Parathyroid tumor benign,adverse
Malignant neoplasm of parathyroid gland,adverse
Parathyroid tumour malignant,adverse
Parathyroid tumor malignant,adverse
Lymphadenopathy paratracheal,adverse
Paratracheal lymphadenopathy,adverse
Enteric fever (not typhoid),adverse
Paratyphoid,adverse
Paratyphoid fever,adverse
Paratyphoid fever A,adverse
Paratyphoid fever B,adverse
Paratyphoid fever C,adverse
"Paratyphoid fever, unspecified",adverse
Salmonella paratyphi infection,adverse
Paravaccinia,adverse
"Paravaccinia, unspecified",adverse
Pseudocowpox,adverse
Paresis,adverse
Paresis in arms,adverse
Spastic paresis,adverse
Parietal cell antibody negative,adverse
Parietal cell antibody positive,adverse
Drug-induced parkinsonism,adverse
Parkinson's syndrome,adverse
Parkinsonism,adverse
Parkinsonism aggravated,adverse
Parkinsonism post encephalitic,adverse
Pseudoparkinsonism,adverse
Secondary parkinsonism,adverse
Syndrome Parkinson's,adverse
Syndrome Parkinsonism,adverse
Hypokinetic-rigid syndrome,adverse
Felon,adverse
Infected ingrowing toe nail,adverse
Infection ingrowing toenail,adverse
Onychia,adverse
Onychia and paronychia of finger,adverse
Onychia and paronychia of toe,adverse
Paronychia,adverse
Panaritium,adverse
Whitlow,adverse
Perionychitis,adverse
Nail fold infection,adverse
Panaritium tendinosum,adverse
Perionyxis,adverse
Pandactilitis,adverse
Periungual infection,adverse
Altered smell sensation,adverse
Disturbances of sensation of smell and taste,adverse
Disturbances of smell and taste,adverse
Dysomia,adverse
Dysosmia,adverse
Dysosmia NOS,adverse
Faint odor of sulfur,adverse
Hyperosmia,adverse
Parosmia,adverse
Perversion olfactory,adverse
Smell alteration,adverse
Smell change,adverse
Smell perversion,adverse
Smelly sensation,adverse
Strange smell sensation,adverse
Cacosmia,adverse
Faint odour of sulfur,adverse
Phantosmia,adverse
Olfactism,adverse
Heterosmia,adverse
Allotriosmia,adverse
Parotid abscess,adverse
Parotid duct obstruction,adverse
Enlargement parotid gland,adverse
Parotid enlargement,adverse
Parotid gland enlargement,adverse
Parotid gland enlargement of,adverse
Parotid hypertrophy,adverse
Parotid swelling,adverse
Parotomegaly,adverse
Bilateral parotiditis,adverse
Bilateral parotitis,adverse
Parotiditis,adverse
Parotitis,adverse
Chronic parotiditis,adverse
Paroxysmal nocturnal haemoglobinuria,adverse
Paroxysmal nocturnal hemoglobinuria,adverse
Exudative cyst of pars plana,adverse
Pars plana cyst,adverse
Primary cyst of pars plana,adverse
Parvovirus B19 infection,adverse
Parvovirus B19 infection reactivation,adverse
Pasteurella infection,adverse
Pasteurella multocida infection,adverse
Pasteurella septica,adverse
Pasteurellosis,adverse
Broken knee cap,adverse
Closed fracture of patella,adverse
Fracture of patella,adverse
"Fracture of patella, closed",adverse
"Fracture of patella, open",adverse
Open fracture of patella,adverse
Patella fracture,adverse
Ductus arteriosus patent,adverse
Patent ductus arteriosis,adverse
Patent ductus arteriosus,adverse
Antibiotic resistant strain,adverse
Bacterial resistance,adverse
Infection not responding,adverse
Multi-antibiotic resistance,adverse
Pathogen resistance,adverse
Resistance bacterial,adverse
Multi-antiviral resistance,adverse
Viral resistance,adverse
Cross resistance,adverse
Beta-lactam antibiotic resistance,adverse
Macrolide antibiotic resistance,adverse
Fungal resistance,adverse
Extended spectrum beta-lactamase producing bacteria infection,adverse
Bone fracture spontaneous,adverse
Fracture pathological,adverse
Pathologic fracture of distal radius and ulna,adverse
Pathologic fracture of humerus,adverse
Pathologic fracture of neck of femur,adverse
Pathologic fracture of other specified site,adverse
Pathologic fracture of tibia and fibula,adverse
Pathologic fracture of vertebrae,adverse
"Pathologic fracture, unspecified site",adverse
Pathological fracture,adverse
Spontaneous bone fracture,adverse
Spontaneous fracture,adverse
Non-traumatic fracture,adverse
Pathological fracture of hip,adverse
Pathologic fracture of femur,adverse
Impending fracture,adverse
Partial pressure CO2 decreased,adverse
PCO2 decreased,adverse
Reduced CO2 tension,adverse
Partial pressure CO2 increased,adverse
PCO2 elevated,adverse
PCO2 increased,adverse
Raised CO2 tension,adverse
Peak expiratory flow rate abnormal,adverse
Peak expiratory flow rate abnormal NOS,adverse
Peak flow abnormal,adverse
PEFR abnormal,adverse
PFR abnormal,adverse
Peak expiratory flow rate decreased,adverse
Peak flow decreased,adverse
PEFR decreased,adverse
PFR decreased,adverse
Peak expiratory flow rate increased,adverse
Peak flow increased,adverse
PEFR increased,adverse
PFR increased,adverse
Chicken breast,adverse
Keeled breast,adverse
Keeled chest,adverse
Pectus carinatum,adverse
Pectus galliatum,adverse
Pigeon chest,adverse
Pigeon-chested,adverse
Cobbler's chest,adverse
Funnel breast,adverse
Funnel chest,adverse
Hollowed breast,adverse
Pectus excavatum,adverse
Sternal depression,adverse
Hepatis peliosis,adverse
Peliosis hepatis,adverse
Peliosis hepatitis,adverse
Pelvi-ureteric obstruction,adverse
Ureteropelvic junction obstruction,adverse
Pelvic abscess,adverse
Suprapubic abscess,adverse
Pelvic adhesions,adverse
Peritubal adhesions,adverse
Pelvic congestion,adverse
Pelvic congestion syndrome,adverse
Parametropathia spastica,adverse
Fibrosis pelvic,adverse
Pelvic fibrosis,adverse
Obstetrical pelvic haematoma,adverse
Obstetrical pelvic hematoma,adverse
Pelvic haematoma obstetric,adverse
"Pelvic hematoma, delivered with postpartum complication",adverse
"Pelvic hematoma, postpartum",adverse
"Pelvic hematoma, with delivery",adverse
Pelvic hematoma obstetric,adverse
"Pelvic haematoma, delivered with postpartum complication",adverse
"Pelvic haematoma, postpartum",adverse
"Pelvic haematoma, with delivery",adverse
Disease pelvic inflammatory,adverse
Inflammation pelvic,adverse
Pelvic inflammation,adverse
Pelvic inflammatory disease,adverse
Pelvic inflammatory disease NOS,adverse
PID Pelvic inflammatory disease,adverse
Mycoplasma hominis pelvic inflammatory disease,adverse
Mycoplasmal pelvic inflammatory disease,adverse
Pelvic inflammatory disease mycoplasmal,adverse
Pelvic kidney,adverse
Mass in pelvis,adverse
Pelvic mass,adverse
Pain pelvic,adverse
Pelvic pain,adverse
Pelvic pain NOS,adverse
Pelvic pain NOS (female),adverse
Pelvic pain female,adverse
Chronic pelvic pain syndrome,adverse
Pelvic prolapse,adverse
Pelvic venous thrombosis,adverse
Phlebitis and thrombophlebitis of iliac vein,adverse
Thrombophlebitis pelvic vein,adverse
Iliac vein thrombosis,adverse
Iliofemoral deep vein thrombosis,adverse
Benign mucous membrane pemphigoid,adverse
Benign mucous membrane pemphigoid with ocular involvement,adverse
Bullous pemphigoid,adverse
Bullous pemphigoid NOS,adverse
Cicatricial mucous mem. pemphig.,adverse
Pemphigoid,adverse
